ID_EQUIP_EDUCACAO;NOME;DEPENDENCIA_ADM;CODIGO_INEP;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;REGIONAL;GEOMETRIA
1983135;EMEI JARDIM LEBLON;EMEIS;31358037;RUA;PEDRINOPOLIS;395;;Jardim Leblon;VENDA NOVA;POINT (605879.82 7807043.25)
1981788;ESCOLA MUNICIPAL PROFESSOR MARIO WERNECK;Municipal;31003182;RUA;ABATI;38;;Santa Maria;OESTE;POINT (603247.72 7795267.73)
1982128;ESCOLA MUNICIPAL FRANCISCO BRESSANE DE AZEVEDO;Municipal;31002747;RUA;AIURUOCA;501;;São Paulo;NORDESTE;POINT (612593.34 7802967.36)
1981854;CRECHE VÓ ANGELINA;Creches Conveniadas;31308790;RUA;ALVES PINTO;66;;Grajaú;OESTE;POINT (608292.14 7795092.13)
1981950;CRECHE FRANCISCO DE ASSIS;Creches Conveniadas;31281875;RUA;ANTONIO OLINTO;825;;Esplanada;LESTE;POINT (614189.38 7798294.92)
1983094;EMEI SANTA BRANCA;EMEIS;31362107;RUA;CAMPISTA;70;;Santa Mônica;PAMPULHA;POINT (608064.95 7806835.10)
1981738;ESCOLA MUNICIPAL MESTRE PARANHOS;Municipal;31003221;RUA;ALCIDA TORRES;25;;Conjunto Santa Maria;CENTRO-SUL;POINT (608865.24 7793531.74)
1982076;INSTITUTO ZILAH SPÓSITO PARA O DESENVOLVIMENTO HUMANO E SOCIAL;Creches Conveniadas;31281565;RUA;CARNAUBA;928;;Zilah Spósito;NORTE;POINT (612821.14 7810177.92)
1981814;ESCOLA MUNICIPAL JOSE MARIA ALKMIM;Municipal;31003565;RUA;BENIGNO FAGUNDES DA SILVA;33;;Serra Verde;VENDA NOVA;POINT (609529.67 7810521.76)
1983061;EMEI PROFESSOR CHRISTOVAM COLOMBO DOS SANTOS;EMEIS;31002755;RUA;VEREADOR NELSON CUNHA;137;;Estoril;OESTE;POINT (607771.02 7793008.37)
1981759;ESCOLA MUNICIPAL FRANCISCO CAMPOS;Municipal;31003638;RUA;HERALDO BELISARIO;190;;Tupi A;NORTE;POINT (612838.74 7806473.50)
1981912;ESCOLA MUNICIPAL CARLOS GOIS;Municipal;31003191;RUA;MENDES DE OLIVEIRA;446;;Santo André;NOROESTE;POINT (609695.20 7798967.58)
1982980;CRECHE LAR CRISTAO DA CRIANCA - UNIDADE II;Creches Conveniadas;31372820;RUA;PONTA GROSSA;863;;Milionários;BARREIRO;POINT (604735.00 7790296.00)
1981750;ESCOLA MUNICIPAL SEBASTIAO GUILHERME DE OLIVEIRA;Municipal;31003409;RUA;CALENDULA;10;;Olaria;BARREIRO;POINT (601490.94 7789388.11)
1982195;CRECHE COMUNITÁRIA DO BAIRRO OLARIA CANTINHO DO AMOR;Creches Conveniadas;31282944;RUA;MARANTA;315;;Olaria;BARREIRO;POINT (601446.01 7789364.80)
1983401;ESCUDINHO BABY 02;Creches Conveniadas;31378038;RUA;DOUTOR CRISTIANO REZENDE;2079;;Flávio Marques Lisboa;BARREIRO;POINT (605491.22 7789428.12)
1981786;ESCOLA MUNICIPAL HELIO PELLEGRINO;Municipal;31247308;RUA;GUILHERME SOARES;255;;Aarão Reis;NORTE;POINT (612579.29 7805300.78)
1983155;EMEI SÃO GABRIEL;EMEIS;31357600;RUA;SAO JOAO DA SERRA;140;;São Gabriel;NORDESTE;POINT (613721.65 7804416.33)
1983074;EMEI MANACÁS;EMEIS;31362077;RUA;FRANCISCA SANTOS ANASTASIA;860;;Paquetá;PAMPULHA;POINT (605625.83 7800227.51)
1981913;ESCOLA MUNICIPAL HONORINA DE BARROS;Municipal;31002828;PRACA;PROFESSOR CORREA NETO;200;;São Cristóvão;NOROESTE;POINT (610289.90 7798954.50)
1981755;ESCOLA MUNICIPAL CONEGO SEQUEIRA;Municipal;31003255;RUA;FLOR CHUVA DE PRATA;40;;Mineirão;BARREIRO;POINT (601514.71 7785664.53)
1981930;ESCOLA MUNICIPAL SAO RAFAEL;Municipal;31003395;RUA;CORONEL OTAVIO DINIZ;31;;Pompéia;LESTE;POINT (614441.84 7797691.20)
1981951;CRECHE GRAZIA BARRECA CASTAGNA;Creches Conveniadas;31289612;RUA;CORONEL OTAVIO DINIZ;14;;Vila São Rafael;LESTE;POINT (614385.96 7797665.90)
1981799;CENTRO DE EDUCAÇÃO INFANTIL ZÉLIA ALEIXO;Creches Conveniadas;31355976;AVENIDA;BERNARDO MONTEIRO;390;;Santa Efigênia;CENTRO-SUL;POINT (612284.58 7796843.93)
1983158;EMEI CAPITÃO EDUARDO;EMEIS;31357626;RUA;DOS MENSAGEIROS;95;;Conjunto Capitão Eduardo;NORDESTE;POINT (618354.26 7806949.63)
1982520;CENTRO INFANTIL SÃO FRANCISCO DE ASSIS;Creches Conveniadas;31282499;AVENIDA;EXPEDICIONARIO BENVINDO BELEM DE LIMA;730;;São Luíz;PAMPULHA;POINT (606940.26 7802663.40)
1981789;ESCOLA MUNICIPAL DOM ORIONE;Municipal;31003336;AVENIDA;EXPEDICIONARIO BENVINDO BELEM DE LIMA;900;;São Luíz;PAMPULHA;POINT (606911.48 7802825.42)
1982185;CENTRO PEDAGÓGICO VINHA DE LUZ;Creches Conveniadas;31315044;RUA;REIS DE ABREU;110;;Aparecida Sétima Seção;NOROESTE;POINT (608423.11 7800438.49)
1983047;EMEI CARLOS PRATES;EMEIS;31357693;AVENIDA;NOSSA SENHORA DE FATIMA;2283;;Carlos Prates;NOROESTE;POINT (609656.76 7797611.42)
1983046;EMEI JATOBÁ IV;EMEIS;31357294;AVENIDA;AGENOR NONATO DE SOUZA;8;;Vale do Jatobá;BARREIRO;POINT (600809.93 7787716.77)
1982208;CRECHE COMUNITÁRIA TIA FRANCISCA;Creches Conveniadas;31257524;RUA;PAULO DUARTE;320;;Santa Cecília;BARREIRO;POINT (601211.90 7788280.55)
1983093;EMEI PACAJÁ;EMEIS;31362115;RUA;CACHOEIRINHA;915;;Santa Cruz;NORDESTE;POINT (610358.79 7801288.65)
1983107;EMEI SILVA LOBO;EMEIS;31357901;AVENIDA;SILVA LOBO;2250;;Nova Granada;OESTE;POINT (608369.51 7794492.17)
1982122;ESCOLA MUNICIPAL MOYSES KALIL;Municipal;31003671;RUA;AFONSO PEREIRA DA SILVA;10;;Mantiqueira;VENDA NOVA;POINT (606638.24 7811462.34)
1981784;ESCOLA MUNICIPAL DE ENSINO ESPECIAL FREI LEOPOLDO;Municipal;31231967;RUA;CLOVIS CYRILO LIMONGE;141;;Salgado Filho;OESTE;POINT (606840.79 7793656.54)
1982045;ESCOLA MUNICIPAL SALGADO FILHO;Municipal;31002712;RUA;CLOVIS CYRILO LIMONGE;151;;Salgado Filho;OESTE;POINT (606879.25 7793676.81)
1983087;EMEI URCA CONFISCO;EMEIS;31362220;RUA;EXPEDICIONARIO PAULO DE SOUZA;701;;Confisco;PAMPULHA;POINT (603055.04 7802861.68)
1981856;ESCOLA MUNICIPAL PROFESSORA ALICE NACIF;Municipal;31003131;RUA;EXPEDICIONARIO PAULO DE SOUZA;721;;Confisco;PAMPULHA;POINT (603038.02 7802918.14)
1983088;EMEI NAVEGANTES;EMEIS;31361747;RUA;RADIALISTA JOSE JUNQUILHO;32;;Céu Azul;VENDA NOVA;POINT (604269.91 7807653.27)
1981730;ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE;Municipal;31003727;RUA;RADIALISTA JOSE JUNQUILHO;100;;Céu Azul;VENDA NOVA;POINT (604287.22 7807572.28)
1981782;GRUPO DE AMIGOS DA CRIANÇA;Creches Conveniadas;31290289;BECO;APARECIDA;25;;Vila Barragem Santa Lúcia;CENTRO-SUL;POINT (610588.38 7793067.29)
1981733;ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS;Municipal;31003018;RUA;SAN SALVADOR;100;;Havaí;OESTE;POINT (607817.05 7792246.53)
1982072;CRECHE SANTA MARIA MADALENA;Creches Conveniadas;31290149;RUA;JORGE FRANCISCO DOS SANTOS;11;;Vila Primeiro de Maio;NORTE;POINT (611855.02 7803328.62)
1981798;CRECHE SÃO FRANCISCO DE ASSIS;Creches Conveniadas;31290262;RUA;NOSSA SENHORA DE FATIMA;1175;;Nossa Senhora de Fátima;CENTRO-SUL;POINT (614490.18 7794994.84)
1982169;ESCOLA MUNICIPAL PROFESSOR EDSON PISANI;Municipal;31212784;RUA;NOSSA SENHORA DE FATIMA;1015;;Nossa Senhora de Fátima;CENTRO-SUL;POINT (614294.53 7795007.04)
1982151;ESCOLA MUNICIPAL MARLENE PEREIRA RANCANTE;Municipal;31217794;RUA;DOS COMERCIANTES;38;;Alípio de Melo;PAMPULHA;POINT (604501.13 7799641.10)
1983181;EMEI XODÓ MARIZE;EMEIS;31362239;RUA;HUMBERTO LAVALLE;91;;Xodó-Marize;NORTE;POINT (611129.49 7808003.92)
1981795;NOSSO ABRIGO LACTÁRIO CLÁUDIA MARIA ROCHA BRANT;Creches Conveniadas;31309117;RUA;ARTUR JOVIANO;26;;Cruzeiro;CENTRO-SUL;POINT (612528.64 7794140.77)
1981754;ESCOLA MUNICIPAL JONAS BARCELLOS CORREA;Municipal;31003000;RUA;PROFESSORA DIRCE MARIA;240;;Petrópolis;BARREIRO;POINT (601474.88 7786509.06)
1982541;CICEC - CENTRO INFANTIL COMUNITÁRIO DE EDUCAÇÃO CRIARTE;Creches Conveniadas;31308781;RUA;CLELIA;231;;Rio Branco;VENDA NOVA;POINT (606818.51 7807882.87)
1981763;INSTITUTO EDUCACIONAL CAMINHAR;Creches Conveniadas;31362859;RUA;CARLOS PINTO COELHO;33;;Vale do Jatobá;BARREIRO;POINT (600924.22 7787557.98)
1983173;EMEI CURUMINS;EMEIS;31357812;RUA;CECILIA TRINDADE SILVA;95;;Jardim Felicidade;NORTE;POINT (612265.60 7806939.94)
1981865;ESCOLA MUNICIPAL RUI DA COSTA VAL;Municipal;31233366;RUA;CECILIA TRINDADE SILVA;221;;Jardim Felicidade;NORTE;POINT (612248.24 7807009.75)
1982121;ESCOLA MUNICIPAL JOAQUIM DOS SANTOS;Municipal;31003506;RUA;ANTONIO JOSE DOS SANTOS;300;;Céu Azul;VENDA NOVA;POINT (605153.88 7807529.94)
1982102;ABRIGO JESUS;Creches Conveniadas;31282031;RUA;COSTA SENNA;921;;Padre Eustáquio;NOROESTE;POINT (606884.73 7797564.13)
1981975;ESCOLA MUNICIPAL DOUTOR JOSE XAVIER NOGUEIRA;Municipal;31330850;RUA;NAVARRA;100;;Europa;VENDA NOVA;POINT (608639.30 7810017.18)
1981707;ESCOLA MUNICIPAL SERGIO MIRANDA;Municipal;31353752;RUA;MINISTRO OSVALDO ARANHA;345;;Granja Werneck;NORTE;POINT (613748.40 7806850.62)
1983342;EMEI LAJEDO;EMEIS;31361950;RUA;PINTOR RUGENDAS;7;;Lajedo;NORTE;POINT (613829.75 7806518.15)
1983066;EMEI SÃO JOÃO;EMEIS;31357472;RUA;SAO JOAO;355;;Nossa Senhora de Fátima;CENTRO-SUL;POINT (614687.27 7795221.65)
1981844;CRECHE SONHO REALIZADO;Creches Conveniadas;31281417;RUA;SANTO INACIO;185;;Cabana do Pai Tomás;OESTE;POINT (604919.01 7793637.97)
1982536;UNIVERSO INFANTIL;Creches Conveniadas;31289841;RUA;VIVEIROS DE CASTRO;161;;Copacabana;VENDA NOVA;POINT (605438.96 7806756.45)
1981868;ESCOLA MUNICIPAL FRANCISCO MAGALHAES GOMES;Municipal;31217891;RUA;DOS MAMOEIROS;98;;Vila Clóris;NORTE;POINT (609987.89 7807950.98)
1982510;CRECHE COMUNITÁRIA NOSSA SENHORA DO CARMO;Creches Conveniadas;31282227;RUA;CORONEL CAMISAO;167;;Oeste;OESTE;POINT (604380.20 7795104.16)
1982247;ESCOLA MUNICIPAL PROFESSORA MARIA MODESTA CRAVO;Municipal;31003280;RUA;DOUTOR JULIO OTAVIANO FERREIRA;1085;;Cidade Nova;NORDESTE;POINT (612971.74 7800310.41)
1981965;ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE;Municipal;31305481;RUA;PAULO CAMPOS MENDES;311;;Capitão Eduardo;NORDESTE;POINT (615706.73 7807061.96)
1981952;ESCOLA MUNICIPAL ARMANDO ZILLER;Municipal;31232009;RUA;GERALDO ILIDIO TEIXEIRA;283;;Mantiqueira;VENDA NOVA;POINT (606470.94 7811954.98)
1983114;EMEI OURO PRETO;EMEIS;31362069;RUA;GERALDINA CANDIDA DE JESUS;90;;Ouro Preto;PAMPULHA;POINT (605945.17 7801842.06)
1981771;CENTRO EDUCACIONAL PROFESSOR ESTEVÃO PINTO - CEPEP;Creches Conveniadas;31290254;RUA;DONA CECILIA;340;;Serra;CENTRO-SUL;POINT (612866.69 7794965.68)
1983161;EMEI SANTA ISABEL;EMEIS;31357499;RUA;DOUTOR ARGEMIRO RESENDE COSTA;380;;Vila Novo São Lucas;CENTRO-SUL;POINT (613998.12 7795614.31)
1983103;EMEI TIROL;EMEIS;31361941;PRACA;MARIETA PULQUERIA DE JESUS;20;;Tirol;BARREIRO;POINT (600933.32 7788837.98)
1982178;ESCOLA MUNICIPAL DEPUTADO RENATO AZEREDO;Municipal;31003760;RUA;AGUA;240;;Maria Helena;VENDA NOVA;POINT (605554.67 7810706.21)
1981710;ESCOLA MUNICIPAL PRESIDENTE ITAMAR FRANCO;Municipal;31353760;AVENIDA;PERIMETRAL;2911;;Petrópolis;BARREIRO;POINT (601821.76 7786862.70)
1981767;CENTRO DE EDUCAÇÃO INFANTIL SANTA CLARA - CESCLAR;Creches Conveniadas;31281484;AVENIDA;PERIMETRAL;1301;;Vila Pinho;BARREIRO;POINT (602097.44 7787731.39)
1983150;EMEI RIBEIRO DE ABREU;EMEIS;31357642;RUA;DIANOPOLIS;170;;Ribeiro de Abreu;NORDESTE;POINT (615068.23 7806121.21)
1983053;EMEI ÁGUAS CLARAS;EMEIS;31357367;RUA;CLEMENTE BORGES DOS SANTOS;150;;Águas Claras;BARREIRO;POINT (602221.72 7786966.75)
1981736;ESCOLA MUNICIPAL SANTO ANTONIO;Municipal;31217808;RUA;CARANGOLA;288;;Santo Antônio;CENTRO-SUL;POINT (610681.49 7794660.88)
1981877;ESCOLA MUNICIPAL PAULO MENDES CAMPOS;Municipal;31223689;RUA;CARANGOLA;288;;Santo Antônio;CENTRO-SUL;POINT (610681.49 7794660.88)
1982046;ESCOLA MUNICIPAL CAIO LIBANO SOARES;Municipal;31223697;RUA;CARANGOLA;288;;Santo Antônio;CENTRO-SUL;POINT (610681.49 7794660.88)
1982960;INSTITUTO EDUCACIONAL TREM DA ALEGRIA;Creches Conveniadas;31356034;AVENIDA;ALTAMIRO AVELINO SOARES;1166;;Castelo;PAMPULHA;POINT (604280.39 7801596.35)
1982219;ESCOLA MUNICIPAL CONSUL ANTONIO CADAR;Municipal;31003531;RUA;PARNAIBA;21;;Minaslândia;NORTE;POINT (612341.41 7804677.41)
1982193;CRECHE COMUNITÁRIA DA VILA CEMIG;Creches Conveniadas;31281328;RUA;COLETIVO;56;;Vila CEMIG;BARREIRO;POINT (605383.99 7788481.36)
1981869;ESCOLA MUNICIPAL PROFESSOR TABAJARA PEDROSO;Municipal;31206521;RUA;GERALDO ANUNCIACAO;45;;Rio Branco;VENDA NOVA;POINT (606978.15 7809001.86)
1981838;CRECHE FREI EUZÉBIO;Creches Conveniadas;31308854;RUA;INDUSTRIAL JOSE COSTA;745;;Nova Granada;OESTE;POINT (608006.38 7794370.50)
1982194;CRECHE COMUNITÁRIA DA VILA PIRATININGA;Creches Conveniadas;31284432;RUA;VINHEDO;636;;Itaipu;BARREIRO;POINT (599229.70 7789463.54)
1982507;CENTRO INFANTIL GUIOMAR SCHMIDT SANCHES;Creches Conveniadas;31299731;RUA;GASTAO BRAULIO DOS SANTOS;801;;Nova Gameleira;OESTE;POINT (604958.09 7794940.92)
1982101;INSTITUTO EDUCACIONAL COMUNITÁRIO RECOMEÇAR;Creches Conveniadas;31356441;RUA;OTAVIO BERNARDES;83;;Jardim Vitória;NORDESTE;POINT (617512.28 7804430.17)
1983069;EMEI DIAMANTE;EMEIS;31361798;RUA;AZARIAS DUARTE;180;;Diamante;BARREIRO;POINT (602584.51 7788570.55)
1983481;ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE;Municipal;31247294;RUA;DAS PEDRINHAS;76;;São João Batista;VENDA NOVA;POINT (609539.47 7807882.19)
1981815;ESCOLA MUNICIPAL PROFESSOR PEDRO GUERRA;Municipal;31003751;RUA;JOAO FERREIRA DA SILVA;230;;Mantiqueira;VENDA NOVA;POINT (605990.55 7810119.87)
1981819;ESCOLA MUNICIPAL MARIA DAS NEVES;Municipal;31003140;RUA;PIRANGA;39;;São Lucas;CENTRO-SUL;POINT (613040.92 7796120.60)
1981785;ESCOLA MUNICIPAL PADRE MARZANO MATIAS;Municipal;31294641;RUA;ERICO VERISSIMO;1280;;Rio Branco;VENDA NOVA;POINT (607384.42 7808644.74)
1982212;INSTITUTO ESPIRITA EURIPEDES;Creches Conveniadas;31281972;RUA;TABOAO DA SERRA;235;;Itaipu;BARREIRO;POINT (599399.51 7788800.34)
1982082;CRECHE DORA RIBEIRO;Creches Conveniadas;31290017;RUA;BERTOPOLIS;449;;Conjunto Providência;NORTE;POINT (612491.86 7804371.15)
1982709;MUNDO CRIANÇA;Creches Conveniadas;31379808;RUA;PORTO SEGURO;505;;Nova Vista;LESTE;POINT (614912.63 7800684.97)
1983159;EMEI COQUEIRO VERDE;EMEIS;31357618;RUA;DAS ALMAS;1200;;Conjunto Paulo VI;NORDESTE;POINT (617095.00 7806542.40)
1982034;ESCOLA MUNICIPAL SOBRAL PINTO;Municipal;31219550;RUA;DAS ALMAS;1120;;Conjunto Paulo VI;NORDESTE;POINT (616955.37 7806622.91)
1981858;ESCOLA MUNICIPAL GOVERNADOR OZANAM COELHO;Municipal;31224111;RUA;ANGELA BENAREGES;166;;Conjunto Capitão Eduardo;NORDESTE;POINT (618552.31 7806911.52)
1981808;ESCOLA MUNICIPAL ANTONIA FERREIRA;Municipal;31003476;RUA;JOAO GUALBERTO DE ABREU;10;;São João Batista;VENDA NOVA;POINT (608664.27 7808237.86)
1982986;CRECHE VIRGILIO PEDRO DE  ALMEIDA;Creches Conveniadas;31290068;RUA;QUARENTA E TRES;43;;Novo Aarão Reis;NORTE;POINT (614265.25 7805900.72)
1982529;CENTRO DE EDUCAÇÃO INFANTIL PROFESSORA MARIA LÚCIA HANNAS;Creches Conveniadas;31356417;RUA;QUITO;53;;Trevo;PAMPULHA;POINT (603659.48 7805868.51)
1981729;ESCOLA MUNICIPAL PROFESSORA ALCIDA TORRES;Municipal;31003093;RUA;ALVARO FERNANDES;144;;Taquaril;LESTE;POINT (616777.94 7797380.05)
1981874;ESCOLA MUNICIPAL PEDRO NAVA;Municipal;31231975;RUA;SAO PEDRO DA ALDEIA;445;;Serra do Curral;BARREIRO;POINT (608100.64 7788238.32)
1982065;CRECHE CASINHA DOS ANJOS;Creches Conveniadas;31290041;RUA;JOSEFINA GUIMARAES VIEIRA;845;;Jardim Felicidade;NORTE;POINT (612653.69 7807390.44)
1983138;EMEI JULIANA;EMEIS;31357790;RUA;DA GALERIA;1130;;Juliana;NORTE;POINT (610741.87 7808416.88)
1981800;CENTRO INFANTIL CAMINHO DO CÉU;Creches Conveniadas;31289876;RUA;ALAIR PEREIRA DA SILVA;205;;Conjunto Taquaril;LESTE;POINT (617159.73 7797026.24)
1983177;EMEI GOIÂNIA;EMEIS;31361810;RUA;JOSE ARCANJO SANTIAGO;300;;Goiânia;NORDESTE;POINT (615320.57 7802223.65)
1982125;ESCOLA MUNICIPAL PREFEITO SOUZA LIMA;Municipal;31003051;RUA;DOS PARAGUAIOS;97;;Jardim Vitória;NORDESTE;POINT (616892.61 7804215.11)
1981835;CASA DA CRIANÇA SANTO ANTÔNIO;Creches Conveniadas;31365297;RUA;DAS VIOLAS;605;;Vila Califórnia;NOROESTE;POINT (603783.20 7797030.71)
1983168;EMEI CASTELO DE CRATO;EMEIS;31365564;RUA;CASTELO DE CRATO;101;;Castelo;PAMPULHA;POINT (605249.96 7801724.75)
1983157;EMEI CAC HAVAI;EMEIS;31357871;AVENIDA;COSTA DO MARFIM;480;;Havaí;OESTE;POINT (607687.04 7792229.58)
1981957;ESCOLA MUNICIPAL PROFESSOR EDGAR DA MATTA MACHADO;Municipal;31283002;RUA;PENALVA;201;;Dom Silvério;NORDESTE;POINT (614667.71 7804308.73)
1981768;INSTITUTO TIA LÚCIA;Creches Conveniadas;31355941;RUA;JERIBA;188;;Olaria;BARREIRO;POINT (601796.37 7789389.45)
1983065;EMEI ELOS;EMEIS;31002607;RUA;MANOEL ALEXANDRINO;440;;São Paulo;NORDESTE;POINT (612579.28 7802915.06)
1982542;LAR-ESCOLA TEREZINHA DELAMARE;Creches Conveniadas;31308757;RUA;WENCESLAU BRAZ;107;;Copacabana;VENDA NOVA;POINT (606268.75 7806945.02)
1981735;ESCOLA MUNICIPAL GRACY VIANNA LAGE;Municipal;31003468;RUA;JOAO SOARES LEAL;23;;Jardim dos Comerciários;VENDA NOVA;POINT (607727.36 7811514.56)
1983180;EMEI COQUEIROS;EMEIS;31361771;RUA;ENEIDA;1465;;Coqueiros;NOROESTE;POINT (602449.66 7799423.64)
1982255;ESCOLA MUNICIPAL PADRE EDEIMAR MASSOTE;Municipal;31002810;RUA;ENEIDA;1485;;Coqueiros;NOROESTE;POINT (602400.39 7799466.74)
1983163;EMEI MARIQUINHAS;EMEIS;31357847;RUA;ACALIFA;209;;Mariquinhas;NORTE;POINT (611043.19 7808953.07)
1983167;EMEI UNIVERSITÁRIO;EMEIS;31362123;RUA;ARISTOTELES RIBEIRO VASCONCELOS;40;;Santa Rosa;PAMPULHA;POINT (610744.77 7803064.46)
1983104;EMEI NOVA ESPERANÇA;EMEIS;31357677;AVENIDA;AMERICO VESPUCIO;1998;;Caiçaras;NOROESTE;POINT (608646.87 7799285.19)
1981901;ESCOLA MUNICIPAL ARTHUR GUIMARAES;Municipal;31003034;AVENIDA;AMERICO VESPUCIO;1610;;Nova Esperança;NOROESTE;POINT (608695.12 7799457.25)
1983384;CRECHE DONA QUITA TOLENTINO - UNIDADE II;Creches Conveniadas;31378054;AVENIDA;AMERICO VESPUCIO;1580;;Nova Esperança;NOROESTE;POINT (608710.58 7799501.91)
1981963;ESCOLA MUNICIPAL HERBERT JOSE DE SOUZA;Municipal;31312622;AVENIDA;DETETIVE EDUARDO FERNANDES;320;;Novo Aarão Reis;NORTE;POINT (614376.66 7805779.99)
1983166;EMEI CALIFÓRNIA II;EMEIS;31366080;RUA;CHRISTINA MARIA ASSIS;550;;Califórnia;NOROESTE;POINT (603012.34 7796244.65)
1982153;CRECHE COMUNITÁRIA EUNICE LANZA;Creches Conveniadas;31289957;BECO;PRINCIPAL;183;;Vila Coqueiral;NOROESTE;POINT (602071.51 7797556.29)
1981766;CRECHE COMUNITÁRIA CRIANÇA FELIZ;Creches Conveniadas;31308471;RUA;QUATORZE;40;;Bernadete;BARREIRO;POINT (606209.42 7789811.28)
1982530;INSTITUTO DE EDUCAÇÃO CRIANÇA FELIZ;Creches Conveniadas;31356867;RUA;FLOR DO NORTE;255;;Jardim Alvorada;PAMPULHA;POINT (605637.36 7799618.04)
1981829;ESCOLA MUNICIPAL IMACO;Municipal;31003441;RUA;GONCALVES DIAS;1180;;Boa Viagem;CENTRO-SUL;POINT (611365.02 7795765.13)
1982081;INSTITUTO CRISTÃO CALVÁRIO - ICC;Creches Conveniadas;31351768;RUA;DOS SALESIANOS;538;;São Bernardo;NORTE;POINT (610275.40 7805521.17)
1983160;EMEI VILA ANTENA;EMEIS;31357910;RUA;FLOR DO ORIENTE;137;;Vila Antena Montanhês;PAMPULHA;POINT (606211.79 7799658.72)
1982092;CRECHE SANTA LUZIA;Creches Conveniadas;31282421;RUA;OZANAM;308;;Ipiranga;NORDESTE;POINT (611687.97 7801171.98)
1982093;CRECHE ODETE VALADARES;Creches Conveniadas;31282375;RUA;OZANAM;732;;Ipiranga;NORDESTE;POINT (611915.92 7800872.70)
1983381;BALÃO AMARELO;Creches Conveniadas;31376167;RUA;BEATRIZ;227;;Rio Branco;VENDA NOVA;POINT (606161.39 7808919.12)
1982070;OBRAS EDUCATIVAS JARDIM FELICIDADE;Creches Conveniadas;31289906;RUA;PROFESSORA GABRIELA VARELA;580;;Jardim Felicidade;NORTE;POINT (611884.45 7806857.81)
1983405;INSTITUTO CRESCER ESTRELA DA MANHÃ;Creches Conveniadas;31377988;RUA;SERRA DO CIPO;90;;Ribeiro de Abreu;NORDESTE;POINT (615259.87 7807477.53)
1983385;CRECHE FRE;Creches Conveniadas;31371793;RUA;DAS GUITARRAS;72;;Conjunto Califórnia I;NOROESTE;POINT (603841.16 7796895.94)
1983343;ESCOLA MUNICIPAL MURILO RUBIAO;Municipal;31217883;RUA;UM;10;;Acaiaca;NORDESTE;POINT (615563.61 7805008.75)
1981791;CRECHE DAS ROSINHAS;Creches Conveniadas;31290301;RUA;POUSO ALTO;215;;São Lucas;CENTRO-SUL;POINT (612810.60 7795625.58)
1981960;ESCOLA MUNICIPAL AURELIO PIRES;Municipal;31003115;RUA;BARRINHA;171;;Indaiá;PAMPULHA;POINT (609692.47 7803101.07)
1983151;EMEI SOL NASCENTE;EMEIS;31357316;RUA;MARIA LETICIA;800;;Milionários;BARREIRO;POINT (605201.13 7790745.39)
1983140;EMEI VILA SÃO VICENTE;EMEIS;31357650;RUA;HUMAITA;1149;;Padre Eustáquio;NOROESTE;POINT (606405.62 7796953.22)
1982145;ESCOLA MUNICIPAL MARIA DA ASSUNCAO DE MARCO;Municipal;31231991;RUA;ANA HORTA;98;;Goiânia;NORDESTE;POINT (614730.12 7803693.05)
1982532;AMBJA II;Creches Conveniadas;31366099;RUA;OSORIO DE MORAIS;53;;Ouro Preto;PAMPULHA;POINT (606341.51 7801294.22)
1982203;ESCOLA MUNICIPAL IGNACIO DE ANDRADE MELO;Municipal;31205699;RUA;VIOLETA DE MELO;1005;;Jardim São José;PAMPULHA;POINT (604899.63 7799215.21)
1982098;CASA ESPÍRITA URBANO;Creches Conveniadas;31308552;RUA;VERA LUCIA PEREIRA;133;;Goiânia;NORDESTE;POINT (615181.34 7802021.55)
1982173;ESCOLA MUNICIPAL HILDA RABELLO MATTA;Municipal;31003484;RUA;JOVENTINA DA ROCHA;72;;Heliópolis;NORTE;POINT (611579.53 7805334.79)
1981816;ESCOLA MUNICIPAL MILTON CAMPOS;Municipal;31003646;RUA;JOVINO RODRIGUES PEGO;195;;Mantiqueira;VENDA NOVA;POINT (606339.05 7810764.58)
1983072;EMEI FLORAMAR;EMEIS;31361801;RUA;JOSE FERREIRA MAGALHAES;87;;Floramar;NORTE;POINT (611707.43 7806402.34)
1982089;CRECHE COMUNITÁRIA SOSSEGO DA MAMÃE;Creches Conveniadas;31282553;RUA;D;185;;Vila Maria;NORDESTE;POINT (616836.59 7804417.12)
1981852;CENTRO INFANTO JUVENIL CRESCER SORRINDO;Creches Conveniadas;31308927;RUA;PEPERI;975;;Nova Granada;OESTE;POINT (608134.15 7794152.13)
1983148;EMEI HELIÓPOLIS;EMEIS;31357804;RUA;DOS BENEDITINOS;220;;Heliópolis;NORTE;POINT (610843.57 7805571.43)
1981867;ESCOLA MUNICIPAL JOSE MARIA DOS MARES GUIA;Municipal;31223654;RUA;DOS BENEDITINOS;180;;Heliópolis;NORTE;POINT (610812.78 7805484.23)
1981810;ESCOLA MUNICIPAL ELISA BUZELIN;Municipal;31003611;RUA;JAIR AFONSO INACIO;277;;Piratininga;VENDA NOVA;POINT (606535.17 7809770.00)
